Entity,Code,Year,Coal,Gas,Oil
Egypt,EGY,2011,5.12636444,477.5925,405.1143514
Egypt,EGY,2012,4.54181738,506.37125,424.0170586
Egypt,EGY,2013,4.48714475,495.01375,428.6472283
Egypt,EGY,2014,4.58502283,462.187495,459.36952
Egypt,EGY,2015,13.02823706,460.1877087,477.5594266
Egypt,EGY,2016,19.82167433,493.541125,490.173619
Egypt,EGY,2017,19.16202561,559.3414144,456.2534986
Egypt,EGY,2018,32.33402136,595.500352,426.9773226
Estonia,EST,1965,0,0,
Estonia,EST,1966,0,0,
Estonia,EST,1967,0,0,
Estonia,EST,1968,0,0,
Estonia,EST,1969,0,0,
Estonia,EST,1970,0,0,
Estonia,EST,1971,0,0,
Estonia,EST,1972,0,0,
Estonia,EST,1973,0,0,
Estonia,EST,1974,0,0,
Estonia,EST,1975,0,0,
Estonia,EST,1976,0,0,
Estonia,EST,1977,0,0,
Estonia,EST,1978,0,0,
Estonia,EST,1979,0,0,
Estonia,EST,1980,0,0,
Estonia,EST,1981,0,0,
Estonia,EST,1982,0,0,
Estonia,EST,1983,0,0,
Estonia,EST,1984,0,0,
Estonia,EST,1985,67.52030285,10.48623402,40.44607518
Estonia,EST,1986,68.34151624,9.530358899,40.01097788
Estonia,EST,1987,68.93121071,10.32534415,40.40979495
Estonia,EST,1988,65.75423245,11.1203294,40.758303
Estonia,EST,1989,68.07053863,11.1203294,42.03418914
Estonia,EST,1990,64.7984058,14.21527778,41.40346212
Estonia,EST,1991,57.96853711,14.27388889,36.40866004
Estonia,EST,1992,50.65590712,8.345277778,19.74274222
Estonia,EST,1993,37.21687225,4.136388889,21.10992861
Estonia,EST,1994,37.60291847,5.940833333,19.55360889
Estonia,EST,1995,36.64365281,6.774444444,15.46663806
Estonia,EST,1996,38.09568157,7.471111111,16.52111806
Estonia,EST,1997,37.73448866,7.259444444,16.39904139
Estonia,EST,1998,34.21202915,6.89,16.3304475
Estonia,EST,1999,31.14073223,6.707222222,14.80274639
Estonia,EST,2000,32.89802523,7.710277778,13.5550925
Estonia,EST,2001,32.44533911,8.278611111,15.27234111
Estonia,EST,2002,31.6380194,6.934166667,16.74756556
Estonia,EST,2003,36.58299073,7.641388889,16.17889972
Estonia,EST,2004,37.51565858,9.016111111,16.58895222
Estonia,EST,2005,35.96511209,9.300277778,16.74028694
Estonia,EST,2006,34.08216857,9.415277778,17.50525417
Estonia,EST,2007,41.0816957,9.365277778,18.70777389
Estonia,EST,2008,39.10934074,8.975,17.85276278
Estonia,EST,2009,35.50217994,6.095555556,15.96284899
Estonia,EST,2010,45.45873924,6.5425,16.67323526
Estonia,EST,2011,48.4897731,5.898333333,16.08742235
Estonia,EST,2012,45.36879282,6.137777778,18.9297832
Estonia,EST,2013,48.71905855,6.327777778,18.65832274
Estonia,EST,2014,49.14935692,4.946944444,17.41828167
Estonia,EST,2015,44.45309314,4.397777778,17.26822424
Estonia,EST,2016,44.91084994,4.833611111,16.89913705
Estonia,EST,2017,49.52034229,4.591944444,17.58190863
Estonia,EST,2018,52.77547297,4.703943089,17.47483533
Europe (other),,1965,105.3118197,3.459375,48.67923027
Europe (other),,1966,102.913463,4.230375,57.24921632
Europe (other),,1967,89.95412303,4.8956,69.94512019
Europe (other),,1968,93.86978636,6.118975,81.25326804
Europe (other),,1969,92.50272636,7.5878875,87.23652323
Europe (other),,1970,97.08940969,9.970975,103.9112233
Europe (other),,1971,107.3208846,11.85055,131.5770037
Europe (other),,1972,104.9443696,14.5328625,136.7233831
Europe (other),,1973,110.2698712,15.812325,149.0505705
Europe (other),,1974,113.3944728,17.2909625,167.1700244
Europe (other),,1975,121.2220577,18.33465,164.2459293
Europe (other),,1976,128.7751127,19.658075,174.8421132
Europe (other),,1977,128.6299243,20.7842,190.3980632
Europe (other),,1978,141.6884326,23.354375,208.3967637
Europe (other),,1979,155.9465908,27.378925,223.4297111
Europe (other),,1980,149.7171524,32.5298,205.0948788
Europe (other),,1981,171.302313,32.327675,189.0256432
Europe (other),,1982,176.8774269,40.2683,193.5239534
Europe (other),,1983,200.2884974,43.3483,206.1982165
Europe (other),,1984,218.268358,48.324425,194.041176
Europe (other),,1985,236.7760319,96.70491812,270.4783964
Europe (other),,1986,241.2534624,101.9733232,282.9659303
Europe (other),,1987,234.414903,112.6601491,283.8761892
Europe (other),,1988,236.2988435,114.244811,304.4456518
Europe (other),,1989,227.5413341,120.1114116,291.82029
Europe (other),,1990,183.4984046,83.77307527,198.701529
Europe (other),,1991,156.2039433,78.75581754,153.6328726
Europe (other),,1992,147.4000834,74.89286229,118.1809688
Europe (other),,1993,134.1209208,51.66878327,104.327569
Europe (other),,1994,94.9754321,38.72836074,97.09473222
Europe (other),,1995,107.6039843,36.78771311,93.7752682
Europe (other),,1996,112.9714338,26.99762168,109.404464
Europe (other),,1997,128.6812433,34.55863415,120.2136041
Europe (other),,1998,142.6060007,31.26393973,114.4862892
Europe (other),,1999,117.3261351,28.41380777,103.0305642
Europe (other),,2000,139.9503165,29.97969423,113.0185566
Europe (other),,2001,139.1106058,30.56412386,131.9009023
Europe (other),,2002,147.3649028,31.48674452,141.4122951
Europe (other),,2003,156.0825391,32.01024458,155.4307541
Europe (other),,2004,161.41503,39.66079698,167.1126291
Europe (other),,2005,147.9541046,38.62148328,174.0056425
Europe (other),,2006,155.3340051,44.49723424,178.1879648
Europe (other),,2007,147.0718439,42.69681722,187.0932763
Europe (other),,2008,158.7420145,36.40663317,187.434945
Europe (other),,2009,161.1290477,29.56209404,187.5346238
Europe (other),,2010,162.035694,35.54298277,190.0864608
Europe (other),,2011,182.1248789,42.22787729,190.4737898
Europe (other),,2012,163.9229992,39.46401086,179.7055716
Europe (other),,2013,169.6709135,41.79399852,176.2730088
Europe (other),,2014,140.0006684,41.15717277,176.4196919
Europe (other),,2015,159.898155,45.19545594,182.5032617
Europe (other),,2016,166.4231662,46.19757998,195.8176854
Europe (other),,2017,164.8983449,53.11118051,201.3538123
Europe (other),,2018,164.9868823,53.07133104,196.6181579
Finland,FIN,1965,20.25982053,0,67.4854825
Finland,FIN,1966,18.80453537,0,81.86466667
Finland,FIN,1967,18.09189549,0,85.772595
Finland,FIN,1968,21.78861892,0,97.22670528
Finland,FIN,1969,26.13805284,0,112.9222089
Finland,FIN,1970,26.5675,0,126.9779406
Finland,FIN,1971,23.57944444,0,131.4189006
Finland,FIN,1972,26.15777778,0,139.8599269
Finland,FIN,1973,29.03194444,0,156.4622494
Finland,FIN,1974,29.58527778,4.444444444,136.3468739
Finland,FIN,1975,26.805,7.355,140.9891511
Finland,FIN,1976,36.12,8.618333333,151.2639114
Finland,FIN,1977,36.42083333,8.765,148.2377453
Finland,FIN,1978,49.09416667,9.543333333,149.1116542
Finland,FIN,1979,47.31305556,9.509444444,157.8828269
Finland,FIN,1980,53.68805556,8.945555556,152.0291442
Finland,FIN,1981,32.99416667,7.118055556,145.4185947
Finland,FIN,1982,36.59638889,6.723333333,134.6000769
Finland,FIN,1983,39.75083333,6.520277778,125.0057631
Finland,FIN,1984,45.78277778,7.467777778,126.7537883
Finland,FIN,1985,58.02583333,9.475555556,128.0635228
Finland,FIN,1986,53.05527778,11.47222222,134.1048497
Finland,FIN,1987,59.42694444,15.17222222,133.5477489
Finland,FIN,1988,59.5,16.32,131.87693
Finland,FIN,1989,58.20638889,21.4,131.6834708
Finland,FIN,1990,61.2875,25.21,135.8466847
Finland,FIN,1991,61.21166667,26.57,134.1959393
Finland,FIN,1992,55.71361111,27.59,132.2271657
Finland,FIN,1993,63.68888889,28.51,127.1590048
Finland,FIN,1994,77.55638889,31.47,131.8735678
Finland,FIN,1995,68.605,32.68,120.5071168
Finland,FIN,1996,81.74694444,34.18944444,125.15744
Finland,FIN,1997,77.42805556,33.63833333,123.5543052
Finland,FIN,1998,63.53888889,38.53638889,129.5112698
Finland,FIN,1999,61.56555556,38.58,130.5120911
Finland,FIN,2000,58.32722222,39.41,130.759192
Finland,FIN,2001,70.48916667,42.76,128.3431993
Finland,FIN,2002,76.59111111,42.46,132.9641346
Finland,FIN,2003,95.5925,47,137.7428596
Finland,FIN,2004,85.87944444,45.28,128.502626
Finland,FIN,2005,55.16888889,41.43,132.9249345
Finland,FIN,2006,86.15388889,44.28,128.347602
Finland,FIN,2007,81.35305556,40.96,129.7782247
Finland,FIN,2008,62.04361111,41.88055556,127.6977318
Finland,FIN,2009,62.48972222,37.38,120.5561767
Finland,FIN,2010,78.925,41.3,126.270711
Finland,FIN,2011,64.1175,36.12,120.2546326
Finland,FIN,2012,52.50166667,31.945,115.1283126
Finland,FIN,2013,58.04138889,29.70666667,120.8643025
Finland,FIN,2014,52.02472222,26.55638889,116.8361632
Finland,FIN,2015,44.405,22.87861111,116.3563572
Finland,FIN,2016,50.78638889,20.0525,122.0862269
Finland,FIN,2017,46.53083333,18.32944444,119.3247017
Finland,FIN,2018,49.67138889,20.43777778,124.9981557
France,FRA,1965,481.1354404,50.04699521,637.3014361
France,FRA,1966,445.8140867,52.79650166,683.1230219
France,FRA,1967,440.0425863,60.33925446,784.7899719
France,FRA,1968,423.1608497,72.15649746,850.4316439
France,FRA,1969,423.6030597,83.85049735,982.6675144
France,FRA,1970,403.1711102,95.52925031,1116.330875
France,FRA,1971,369.4351542,113.2255048,1216.748589
France,FRA,1972,328.6125875,133.8877466,1350.957157
France,FRA,1973,325.0417786,157.0365057,1506.025593
France,FRA,1974,329.0066222,163.9592515,1430.987706
France,FRA,1975,288.4420903,182.8700037,1307.875097
France,FRA,1976,339.1309044,196.4532506,1414.783858
France,FRA,1977,326.6252508,205.0852459,1358.818386
France,FRA,1978,340.7844705,218.7795011,1416.052563
France,FRA,1979,370.0985241,242.3760036,1408.642035
France,FRA,1980,362.3610838,251.7197549,1309.013629
France,FRA,1981,330.292,255.7169975,1181.737178
France,FRA,1982,337.7352,245.7722543,1094.39629
France,FRA,1983,305.6364,261.8024997,1068.171468
France,FRA,1984,292.2619,266.9920034,1029.905816
France,FRA,1985,283.6557,285.791503,1012.842496
France,FRA,1986,234.4608,287.4152487,1033.264585
France,FRA,1987,213.4105,290.8160003,1040.276762
France,FRA,1988,208.4096,289.3612501,1034.02028
France,FRA,1989,226.9013,283.1477481,1061.673888
France,FRA,1990,220.8537,302.7535,1077.647713
France,FRA,1991,235.0423,331.66625,1141.231902
France,FRA,1992,207.2466,330.99,1139.583761
France,FRA,1993,169.3328,338.51475,1098.778672
France,FRA,1994,166.5416,323.15025,1063.461511
France,FRA,1995,170.4958,343.97825,1072.87506
France,FRA,1996,181.6606,380.1465,1096.354999
France,FRA,1997,159.0984,364.46925,1105.426777
France,FRA,1998,189.2201,388.59475,1144.909822
France,FRA,1999,169.4491,396.2115,1161.091537
France,FRA,2000,164.7612912,415.9635,1143.598374
France,FRA,2001,144.1878096,436.684,1149.217503
France,FRA,2002,148.6098961,435.94275,1117.859846
France,FRA,2003,157.9793498,457.26825,1119.378772
France,FRA,2004,150.3884488,466.92525,1129.710749
France,FRA,2005,156.1845268,477.12575,1117.581128
France,FRA,2006,144.3175888,460.8055,1116.286316
France,FRA,2007,149.4089585,447.60925,1098.646837
France,FRA,2008,140.40899,463.8645,1090.552673
France,FRA,2009,125.0283034,447.31075,1050.389864
France,FRA,2010,133.8708831,495.6445,1014.860519
France,FRA,2011,113.6068525,430.1903508,993.718426
France,FRA,2012,128.7003574,444.4429503,964.7174421
France,FRA,2013,134.4942375,451.431537,953.1233522
France,FRA,2014,100.4477936,379.0835052,925.5694115
France,FRA,2015,97.50257446,407.5176458,921.6351189
France,FRA,2016,94.87754,445.2993957,915.4654043
France,FRA,2017,107.8101,447.6569897,919.419459
France,FRA,2018,97.48266,427.1209937,917.2047412
Germany,DEU,1965,1869.476537,30.97567361,1020.569778
Germany,DEU,1966,1745.339426,37.22992222,1141.832154
Germany,DEU,1967,1681.304433,47.98864855,1187.421619
Germany,DEU,1968,1705.439029,78.86973995,1331.122733
Germany,DEU,1969,1755.960478,112.3163738,1496.941734
Germany,DEU,1970,1733.99811,159.7375291,1644.070337
Germany,DEU,1971,1659.38003,211.0247322,1712.531765
Germany,DEU,1972,1619.86129,273.2243577,1807.81643
Germany,DEU,1973,1625.12968,352.3305532,1927.148006
Germany,DEU,1974,1632.11931,440.7649191,1748.524241
Germany,DEU,1975,1478.56842,465.1434836,1698.330065
Germany,DEU,1976,1560.83904,492.2885777,1834.952978
Germany,DEU,1977,1499.00233,522.7913402,1812.365522
Germany,DEU,1978,1518.48258,560.4232369,1890.278107
Germany,DEU,1979,1606.77754,619.4780039,1949.952991
Germany,DEU,1980,1643.76094,610.7291495,1764.343833
Germany,DEU,1981,1671.31241,583.9387387,1601.384403
Germany,DEU,1982,1631.47966,541.8614782,1513.857574
Germany,DEU,1983,1690.96711,563.3434626,1482.448097
Germany,DEU,1984,1745.24432,588.3013431,1477.557001
Germany,DEU,1985,1735.99847,581.491424,1522.741267
Germany,DEU,1986,1640.37661,579.800767,1604.220679
Germany,DEU,1987,1633.63121,628.6170099,1562.007815
Germany,DEU,1988,1614.39519,618.8513968,1562.913107
Germany,DEU,1989,1640.09749,633.3579432,1468.382993
Germany,DEU,1990,1529.690833,636.8833333,1537.293196
Germany,DEU,1991,1343.595278,669.1927778,1607.614637
Germany,DEU,1992,1214.497982,661.6269444,1621.715342
Germany,DEU,1993,1145.774212,700.1133333,1646.933055
Germany,DEU,1994,1111.451593,712.9272222,1632.309978
Germany,DEU,1995,1053.939371,777.3736111,1631.550996
Germany,DEU,1996,1049.401871,869.91,1659.540026
Germany,DEU,1997,1016.81826,831.0336111,1650.009961
Germany,DEU,1998,992.5123229,838.6502778,1651.920165
Germany,DEU,1999,955.5816636,836.1908333,1602.673547
Germany,DEU,2000,992.0958302,829.2458333,1573.447088
Germany,DEU,2001,994.9360378,874.4819444,1595.180691
Germany,DEU,2002,997.1488156,873.1277778,1544.406883
Germany,DEU,2003,1013.619927,883.7197222,1517.212451
Germany,DEU,2004,988.1100125,888.2105556,1503.387446
Germany,DEU,2005,945.3872429,902.8104919,1484.316897
Germany,DEU,2006,983.3112672,920.0689649,1496.414721
Germany,DEU,2007,1008.286724,886.3619586,1363.536806
Germany,DEU,2008,931.8082311,895.0063031,1438.528896
Germany,DEU,2009,834.2924364,844.3012165,1380.095186
Germany,DEU,2010,896.1722222,880.7125,1389.665659
Germany,DEU,2011,910.7911111,808.6072222,1346.625407
Germany,DEU,2012,936.0741667,811.1005556,1340.902261
Germany,DEU,2013,963.3986111,849.7433333,1366.072256
Germany,DEU,2014,925.895,738.9502778,1331.658126
Germany,DEU,2015,915.0558333,769.5361111,1327.80918
Germany,DEU,2016,889.935,848.8475,1354.652756
Germany,DEU,2017,831.9302778,897.2966667,1383.913797
Germany,DEU,2018,772.2222222,882.9215198,1316.447934
Greece,GRC,1965,24.50441,0,52.27322778
Greece,GRC,1966,24.45789,0,57.07658444
Greece,GRC,1967,23.3763,0,67.11283222
Greece,GRC,1968,26.4001,0,68.69305528
Greece,GRC,1969,25.55111,0,73.09414528
Greece,GRC,1970,29.40064,0,79.16741444
Greece,GRC,1971,43.33338,0,87.45739
Greece,GRC,1972,46.2874,0,101.3132181
Greece,GRC,1973,54.44003,0,117.9202083
Greece,GRC,1974,57.3359,0,110.6620475
Greece,GRC,1975,75.08328,0,117.2480561
Greece,GRC,1976,88.72527,0,124.7923958
Greece,GRC,1977,94.36582,0,127.1409769
Greece,GRC,1978,83.91045,0,138.436685
Greece,GRC,1979,46.06643,0,146.4254581
Greece,GRC,1980,46.06643,0,144.9727892
Greece,GRC,1981,45.60123,0,140.8419833
Greece,GRC,1982,46.29903,0.8435,141.5107967
Greece,GRC,1983,56.77766,0.804,135.7977667
Greece,GRC,1984,60.62719,0.8845,139.1630347
Greece,GRC,1985,70.30335,0.83125,141.4815825
Greece,GRC,1986,67.09347,1.13875,143.5820283
Greece,GRC,1987,76.59518,1.3,155.9617122
Greece,GRC,1988,85.96896,1.55925,161.0731661
Greece,GRC,1989,92.42361,1.5725,177.4523597
Greece,GRC,1990,93.72660031,1.6065,191.1561743
Greece,GRC,1991,90.17141398,1.587,193.3118841
Greece,GRC,1992,94.08823516,1.4665,196.3675536
Greece,GRC,1993,94.0472743,1.0815,201.1303944
Greece,GRC,1994,94.24908969,0.55325,205.8929125
Greece,GRC,1995,93.93197448,0.51025,214.7822768
Greece,GRC,1996,91.37746824,0.57325,223.6653299
Greece,GRC,1997,98.41098986,1.98875,225.5068201
Greece,GRC,1998,102.9504464,8.1451656,236.1918847
Greece,GRC,1999,99.02892665,14.603706,230.380838
Greece,GRC,2000,104.9478058,19.6018758,240.6553556
Greece,GRC,2001,108.4760571,19.3447683,244.4516014
Greece,GRC,2002,104.3656313,20.8051389,246.9547006
Greece,GRC,2003,104.9274882,23.5201941,256.9535001
Greece,GRC,2004,107.5580314,25.8547302,252.6685261
Greece,GRC,2005,106.0981989,26.0325,254.9980203
Greece,GRC,2006,97.70742138,30.693,269.0165679
Greece,GRC,2007,103.0163885,38.8678119,271.9386053
Greece,GRC,2008,96.96925365,40.52680249,258.2226506
Greece,GRC,2009,98.00819644,34.03144283,243.973056
Greece,GRC,2010,91.50558432,37.29560929,222.0479949
Greece,GRC,2011,91.84949505,45.98988132,209.6750296
Greece,GRC,2012,94.658896,42.26817808,185.6288244
Greece,GRC,2013,81.26120578,37.30692595,174.8302299
Greece,GRC,2014,78.0980086,28.44269041,173.2472156
Greece,GRC,2015,65.44080048,30.7138797,179.1316039
Greece,GRC,2016,50.69211131,39.978,179.6264961
Greece,GRC,2017,55.77974785,48.213,185.7258602
Greece,GRC,2018,54.19821065,47.34632388,185.5039982
Hong Kong,HKG,1965,1.43049,0,24.87152192
Hong Kong,HKG,1966,1.23278,0,27.29304199
Hong Kong,HKG,1967,0.98855,0,32.70425394
Hong Kong,HKG,1968,0.70943,0,35.71865939
Hong Kong,HKG,1969,0.41868,0,42.38125978
Hong Kong,HKG,1970,0.24423,0,45.73744562
Hong Kong,HKG,1971,0.31401,0,48.2456475
Hong Kong,HKG,1972,0.15119,0,55.00289917
Hong Kong,HKG,1973,0.08141,0,57.12066861
Hong Kong,HKG,1974,0.08141,0,58.47611306
Hong Kong,HKG,1975,0.06978,0,55.05731333
Hong Kong,HKG,1976,0.09304,0,64.99793389
Hong Kong,HKG,1977,0.08141,0,70.20239056
Hong Kong,HKG,1978,0.05815,0,72.95870361
Hong Kong,HKG,1979,0.04652,0,74.71643917
Hong Kong,HKG,1980,0.02326,0,76.37256444
Hong Kong,HKG,1981,0.40705,0,81.00213861
Hong Kong,HKG,1982,10.40885,0,78.94144889
Hong Kong,HKG,1983,24.44626,0,70.29673
Hong Kong,HKG,1984,31.91272,0,65.15005306
Hong Kong,HKG,1985,39.50711,0,61.26113778
Hong Kong,HKG,1986,45.71753,0,59.87338639
Hong Kong,HKG,1987,57.28938,0,58.73012028
Hong Kong,HKG,1988,66.27937,0,67.36971167
Hong Kong,HKG,1989,71.01278,0,71.84667778
Hong Kong,HKG,1990,63.87196,0,75.48578306
Hong Kong,HKG,1991,68.91938,0,75.47003472
Hong Kong,HKG,1992,73.05966,0,96.86925806
Hong Kong,HKG,1993,84.60825,0,100.894055
Hong Kong,HKG,1994,60.44111,0,107.6517853
Hong Kong,HKG,1995,65.15126,0.30394725,115.2254328
Hong Kong,HKG,1996,48.41569,19.26867975,112.9066519
Hong Kong,HKG,1997,40.85619,30.08659575,111.750325
Hong Kong,HKG,1998,50.78821,28.22565675,107.2198994
Hong Kong,HKG,1999,43.41361111,31.124637,114.0835064
Hong Kong,HKG,2000,50.44972222,28.13694352,118.8886536
Hong Kong,HKG,2001,79.68833333,28.39669928,141.3351925
Hong Kong,HKG,2002,61.98861111,26.97753503,154.4663817
Hong Kong,HKG,2003,78.61527778,17.34758498,155.4425797
Hong Kong,HKG,2004,73.40638889,25.06097925,183.0595669
Hong Kong,HKG,2005,79.86222222,25.11876098,165.1094936
Hong Kong,HKG,2006,79.73416667,27.55684275,178.4594897
Hong Kong,HKG,2007,86.99805556,25.74429128,191.2696687
Hong Kong,HKG,2008,79.72166667,29.7808635,173.3484891
Hong Kong,HKG,2009,83.24777778,28.92262403,196.6848676
Hong Kong,HKG,2010,72.42305556,35.94312848,212.6840982
Hong Kong,HKG,2011,86.14694444,28.625382,214.4447567
Hong Kong,HKG,2012,84.79666667,26.35923525,205.1974763
Hong Kong,HKG,2013,90.37638889,24.833277,209.7369099
Hong Kong,HKG,2014,94.72611111,23.870397,198.8383342
Hong Kong,HKG,2015,77.90111111,30.45637125,217.9518373
Hong Kong,HKG,2016,77.89527778,31.2656521,225.7252002
Hong Kong,HKG,2017,72.96777778,31.16138287,254.7429928
Hong Kong,HKG,2018,72.96777778,30.17350067,257.9841861
Hungary,HUN,1965,126.8833,13.59725,44.27309167
Hungary,HUN,1966,121.68469,16.85625,48.62621389
Hungary,HUN,1967,105.56551,21.63475,51.44969444
Hungary,HUN,1968,104.19317,27.229,53.92054444
Hungary,HUN,1969,105.75159,32.416,60.31394167
Hungary,HUN,1970,107.47283,36.353,70.05363889
Hungary,HUN,1971,104.03035,37.8555,78.92729028
Hungary,HUN,1972,101.09959,40.85975,85.99338361
Hungary,HUN,1973,101.62294,48.52025,96.752205
Hungary,HUN,1974,96.92442,51.6755,105.9219969
Hungary,HUN,1975,92.3422,57.40325,119.4914892
Hungary,HUN,1976,93.56335,68.92725,125.1762297
Hungary,HUN,1977,95.16829,74.27975,133.0910253
Hungary,HUN,1978,95.07525,81.34125,147.2131089
Hungary,HUN,1979,95.80794,85.92225,138.7098042
Hungary,HUN,1980,93.94714,92.71975,134.8407128
Hungary,HUN,1981,94.40071,94.841,128.8425397
Hungary,HUN,1982,98.42469,99.04875,122.0501278
Hungary,HUN,1983,92.52828,98.74575,115.7305411
Hungary,HUN,1984,90.03946,100.5655,121.1910044
Hungary,HUN,1985,88.43452,102.6675,123.4337578
Hungary,HUN,1986,87.39945,108.90225,114.00162
Hungary,HUN,1987,87.35293,108.11625,119.5118656
Hungary,HUN,1988,82.42181,106.93825,110.6461128
Hungary,HUN,1989,73.82724,108.948,107.2467986
Hungary,HUN,1990,71.60920129,103.6588889,111.4557467
Hungary,HUN,1991,66.68337294,102.7894444,95.99856139
Hungary,HUN,1992,60.13497351,90.36,96.96080306
Hungary,HUN,1993,54.1696325,97.23777778,92.44641611
Hungary,HUN,1994,51.3870387,98.19611111,97.29032528
Hungary,HUN,1995,50.54674794,106.7038889,91.50258111
Hungary,HUN,1996,49.91668106,119.0616667,84.83508556
Hungary,HUN,1997,47.6817207,112.9138889,85.45739083
Hungary,HUN,1998,46.27174602,113.6983333,89.19079806
Hungary,HUN,1999,48.17066916,115.1958333,85.85267778
Hungary,HUN,2000,44.99306241,112.3080556,82.47984944
Hungary,HUN,2001,42.74956563,124.5647222,80.84054028
Hungary,HUN,2002,41.24687659,125.7266667,77.73888528
Hungary,HUN,2003,42.21048024,138.2347222,74.21179222
Hungary,HUN,2004,40.02381927,136.2133333,76.60020306
Hungary,HUN,2005,35.59360337,140.6525,88.79252139
Hungary,HUN,2006,35.72894168,133.2422222,93.84411944
Hungary,HUN,2007,36.33452741,124.4972222,93.82130583
Hungary,HUN,2008,35.29392153,122.8225,91.11672361
Hungary,HUN,2009,29.7173249,106.4363889,85.98597833
Hungary,HUN,2010,31.30872758,114.1541667,81.53111111
Hungary,HUN,2011,31.54747985,109.1352778,85.45491205
Hungary,HUN,2012,30.35347427,97.39972222,78.89891059
Hungary,HUN,2013,26.57693415,90.80138889,77.66455444
Hungary,HUN,2014,26.27107678,81.19611111,86.85179923
Hungary,HUN,2015,27.22608586,87.10666667,91.76711607
Hungary,HUN,2016,25.50650895,93.36222222,91.14658099
Hungary,HUN,2017,26.07111056,99.34138889,96.79550146
Hungary,HUN,2018,25.45387196,96.10166667,102.9208385
Iceland,ISL,1965,0.07602084,0,5.612465833
Iceland,ISL,1966,0.05597676,0,6.051159167
Iceland,ISL,1967,0.04302144,0,5.8715425
Iceland,ISL,1968,0.03397716,0,6.269313056
Iceland,ISL,1969,0.02395512,0,5.7495
Iceland,ISL,1970,0.01601082,0,5.875635
Iceland,ISL,1971,0.0109998,0,6.399699722
Iceland,ISL,1972,0.0079443,0,6.856925556
Iceland,ISL,1973,0.00501102,0,7.939724722
Iceland,ISL,1974,0.00403326,0,7.410026667
Iceland,ISL,1975,0.002706667,0,6.960410278
Iceland,ISL,1976,0.002753333,0,6.9930775
Iceland,ISL,1977,0.002508333,0,7.313648333
Iceland,ISL,1978,0.002123333,0,7.706604444
Iceland,ISL,1979,0.18333,0,7.482763056
Iceland,ISL,1980,0.24444,0,6.962151111
Iceland,ISL,1981,0.415548,0,6.795263611
Iceland,ISL,1982,0.387568,0,6.210005556
Iceland,ISL,1983,0.553944,0,6.033722778
Iceland,ISL,1984,0.765592,0,6.295869444
Iceland,ISL,1985,0.818528,0,6.274548056
Iceland,ISL,1986,0.921984,0,6.364769722
Iceland,ISL,1987,0.735384,0,6.882993889
Iceland,ISL,1988,0.741544,0,7.195405278
Iceland,ISL,1989,0.792192,0,7.696853611
Iceland,ISL,1990,0.755656,0,7.847220556
Iceland,ISL,1991,0.779528,0,7.368016944
Iceland,ISL,1992,0.614072,0,7.940361111
Iceland,ISL,1993,0.63432,0,8.238461111
Iceland,ISL,1994,0.626688,0,8.346259167
Iceland,ISL,1995,0.737168,0,8.396833056
Iceland,ISL,1996,0.730208,0,9.381994167
Iceland,ISL,1997,0.757368,0,9.207105556
Iceland,ISL,1998,0.679904,0,9.433033611
Iceland,ISL,1999,0.795192,0,9.417008889
Iceland,ISL,2000,1.099672,0,9.598543611
Iceland,ISL,2001,1.192968,0,9.007859167
Iceland,ISL,2002,1.188333333,0,9.370295556
Iceland,ISL,2003,1.166666667,0,9.380935
Iceland,ISL,2004,1.222222222,0,9.803744167
Iceland,ISL,2005,1.166666667,0,9.932002222
Iceland,ISL,2006,1.194444444,0,10.43319556
Iceland,ISL,2007,1.277777778,0,10.28930306
Iceland,ISL,2008,1.111111111,0,9.531573333
Iceland,ISL,2009,1.027777778,0,8.837179722
Iceland,ISL,2010,1.083333333,0,8.464626944
Iceland,ISL,2011,1.083333333,0,8.335154167
Iceland,ISL,2012,1.108333333,0,8.236088056
Iceland,ISL,2013,1.275,0,8.635594167
Iceland,ISL,2014,1.044444444,0,9.019839167
Iceland,ISL,2015,1.155555556,0,10.01545528
Iceland,ISL,2016,1.344444444,0,11.0294475
Iceland,ISL,2017,1.333333333,0,11.72363664
Iceland,ISL,2018,1.333333333,0,11.83414878
India,IND,1965,413.4073511,2.37252,146.9951325
India,IND,1966,412.4153613,2.66327,164.1496817
India,IND,1967,419.2852514,3.55878,169.3602281
India,IND,1968,433.824717,3.9542,189.7708956
India,IND,1969,460.841207,4.74504,227.9288339
India,IND,1970,436.8088768,6.328466203,226.8914472
India,IND,1971,442.8722018,6.70621875,243.3324633
India,IND,1972,467.6830869,7.35590625,262.3832572
India,IND,1973,461.4494069,7.33665625,276.9590756
India,IND,1974,520.8561021,8.30396875,271.5429611
India,IND,1975,559.9062023,10.6308125,278.0928344
India,IND,1976,583.0348324,12.91434375,293.2586933
India,IND,1977,610.3461675,13.792625,315.0440356
India,IND,1978,590.6641124,15.4048125,342.3745161
India,IND,1979,627.4928825,19.1585625,369.4727558
India,IND,1980,659.5649827,11.33103125,376.8161767
India,IND,1981,742.1424173,19.78178125,405.6552842
India,IND,1982,733.9040325,25.9345625,422.6563378
India,IND,1983,779.0480509,30.85775,444.352945
India,IND,1984,818.3108302,35.34059375,477.0670311
India,IND,1985,857.3970793,43.22828125,517.6357953
India,IND,1986,921.2400536,60.40024375,544.2594614
India,IND,1987,1011.629835,69.5770075,561.7667794
